staff_name,staff_id_anilist,staff_favorites_mal,staff_favorites_anilist,staff_favorites,anime_count,original_creator_count,director_count,original_character_design_count,staff_roles,anime_ids,anime_titles
"Oohata, Kouichi",100986,50,26,50,15,0,15,0,Director,109|1285|1286|1380|1465|1956|2143|2205|2775|3000|3882|4196|7580|9936|58957,Bakuretsu Tenshi|Soukihei MD Geist|Soukihei MD Geist 2: Death Force|Blue Gender: The Warrior|Hakaima Sadamitsu|Ikkitousen: Dragon Destiny|Saiyuuki Reload: Burial|Bakuretsu Tenshi: Infinity|Genocyber|Taiho Shichau zo: Full Throttle|Seijuuki Cyguard|Ikkitousen: Great Guardians|Ikkitousen: Xtreme Xecutor|Maken-Ki!|9: Ruler's Crown
"Kyougoku, Takahiko",114840,50,39,50,11,0,11,0,Director,15051|19111|24997|28907|31637|35557|40329|40517|41169|50203|53287,"Love Live! School Idol Project|Love Live! School Idol Project 2nd Season|Love Live! The School Idol Movie|Gate: Jieitai Kanochi nite, Kaku Tatakaeri|Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2|Houseki no Kuni|Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha|Ano Hi no Kokoro wo Toraete|Love Live! Superstar!!|Love Live! Superstar!! 2nd Season|Love Live! Superstar!! 3rd Season"
"Kubo, Yuutarou",123220,50,42,50,6,0,6,0,Director,28761|29943|31310|36157|39495|48405,00:08|Crazy for It|Ishikeri|Zettai 15-byou Animation!|Totsukuni no Shoujo|Totsukuni no Shoujo (2022)
"Akai, Toshifumi",110949,34,50,50,5,0,5,0,Director,38084|40206|41497|54900|59160,Fate/Grand Order: Zettai Majuu Sensen Babylonia|Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter|Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon|Wind Breaker|Wind Breaker Season 2
"Yagino, Mekichi",134934,0,50,50,2,0,0,2,Original Character Design,36256|37233,Katainaka ni Totsuidekita ○-ssia Musume to H Shimakuru Ohanashi|Muttsuri Dosukebe Tsuyu Gibo Shimai no Honshitsu Minuite Sex Sanmai
"Kim, Jeong-Hyeon",105904,0,50,50,1,0,0,1,Original Character Design,58080,Kenka Dokugaku
"syn Sophia, Inc.",124855,0,49,49,17,17,0,0,Original Creator,12863|21707|23135|25857|31055|31762|31919|34032|34787|37178|37398|38804|39699|40880|44376|49285|57946,Pretty Rhythm: Dear My Future|Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten|PriPara|PriPara Movie: Mi~nna Atsumare! Prism☆Tours|Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix|King of Prism by Pretty Rhythm|PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris|King of Prism: Pride the Hero|Idol Time PriPara|Kiratto Pri☆chan|PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live|Kiratto Pri☆chan Season 2|King of Prism: Shiny Seven Stars|Kiratto Pri☆chan Season 3|Idol Land PriPara|Waccha PriMagi!|Himitsu no AiPri
Yudetamago,97042,49,41,49,17,17,0,0,Original Creator,1707|3272|3273|3274|3275|3276|3277|3278|3279|3280|3281|4427|5967|5968|6310|54730|59914,Kinnikuman II Sei|Kinnikuman|Kinnikuman (Movie)|Kinnikuman: Ooabare! Seigi Choujin|Kinnikuman: Seigi Choujin vs. Kodai Choujin|Kinnikuman: Gyakushuu! Uchuu Kakure Choujin|Kinnikuman: Haresugata! Seigi Choujin|Kinnikuman: New York Kiki Ippatsu!|Kinnikuman: Seigi Choujin vs. Senshi Choujin|Kinnikuman: Kessen! Shichinin no Choujin tai Uchuu Nobushi|Kinnikuman: Kinnikusei Oui Soudatsu-hen|Tatakae!! Ramenman|Kinnikuman II Sei: Ultimate Muscle|Kinnikuman II Sei: Ultimate Muscle 2|Kinnikuman II Sei: Second Generations|Kinnikuman: Kanpeki Choujin Shiso-hen|Kinnikuman: Kanpeki Choujin Shiso-hen Season 2
Torako,114375,49,29,49,11,11,0,0,Original Creator|Original Story,14741|15687|15879|16934|18671|19021|21797|23237|27601|35608|36855,Chuunibyou demo Koi ga Shitai!|Chuunibyou demo Koi ga Shitai! Lite|Chuunibyou demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou|Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel|Chuunibyou demo Koi ga Shitai! Ren|Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie|Chuunibyou demo Koi ga Shitai! Ren Lite|Chuunibyou demo Koi ga Shitai! Ren Specials|Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars|Chuunibyou demo Koi ga Shitai! Movie: Take On Me|Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou
"Takaki, Kenichirou",113271,49,21,49,3,3,0,0,Original Creator,15119|27967|36037,Senran Kagura|Senran Kagura Estival Versus: Mizugi-darake no Zenyasai|Senran Kagura Shinovi Master: Tokyo Youma-hen
"Kodama, Yuuki",106214,49,48,49,4,2,0,2,Original Creator|Original Character Design,11633|18441|20689|40046,Blood Lad|Blood Lad: Wagahai wa Neko de wa Nai|Hamatora The Animation|Id:Invaded
"Christie, Agatha",104665,49,28,49,1,1,0,0,Original Creator,244,Agatha Christie no Meitantei Poirot to Marple
Hatsuharu,119004,27,49,49,1,1,0,0,Original Creator,53300,Ojou to Banken-kun
"Ueno, Meguru",120141,40,49,49,1,1,0,0,Original Creator,34403,Hajimete no Gal
"Mochizuki, Tomomi",101821,49,31,49,29,0,29,0,Director,308|344|743|789|976|1026|1701|1804|1846|2046|2245|2454|2460|3362|3394|3424|3505|3513|5396|7588|8839|9792|12343|12347|19315|28981|32947|36145|54199,Zettai Shounen|Futatsu no Spica|Umi ga Kikoeru|Shinigami no Ballad.|Yokohama Kaidashi Kikou: Quiet Country Cafe|Yakumotatsu|Boku no Marie|Koko wa Green Wood|Princess Nine: Kisaragi Joshikou Yakyuubu|Mahou no Tenshi Creamy Mami: Long Goodbye|Seraphim Call|Kimagure Orange☆Road: Ano Hi ni Kaeritai|Maison Ikkoku: Kanketsu-hen|Oshare Majo Love and Berry: Shiawase no Mahou|Kimagure Orange☆Road: Shounen Jump Special|Porphy no Nagai Tabi|Yuusha Shirei Dagwon|Tanjou: Debut|Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen|Saraiya Goyou|Gundam Neo Experience 0087: Green Divers|Licca-chan Fushigi na Fushigi na Yunia Monogatari|Dirty Pair Flash 2|Dirty Pair Flash 3|Pupa
"Yamashiro, Fuuga",158697,23,49,49,2,0,2,0,Director,57334|60543,Dandadan|Dandadan 2nd Season
pako,100510,35,49,49,3,0,0,3,Original Character Design,2369|33113|41497,Rental Magica|Scared Rider Xechs|Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon
Musshu,122579,11,49,49,1,0,0,1,Original Character Design,59055,"Hana wa Saku, Shura no Gotoku"
Mon-Petit,115130,3,48,48,3,2,0,1,Original Creator|Original Character Design,41794|51737|58563,Natsu ga Owaru made The Animation|Natsuyasumi Ake no Kanojo wa...|Natsu ga Owaru made: Natsu no Owari The Animation
Saisou,156171,10,48,48,2,2,0,0,Original Creator,53379|56376,Uchi no Kaisha no Chiisai Senpai no Hanashi|Uchi no Kaisha no Chiisai Senpai no Hanashi Mini Anime
"Kawasaki, Tadataka",110041,27,48,48,1,1,0,0,Original Creator,35821,Chio-chan no Tsuugakuro
"Mitsunaka, Susumu",113823,48,31,48,12,0,12,0,Director,15109|20583|25303|28891|30364|32935|35110|35111|35806|37023|49320|52742,"Cuticle Tantei Inaba|Haikyuu!!|Haikyuu!! Lev Genzan!|Haikyuu!! Second Season|Haikyuu!! Movie 2: Shousha to Haisha|Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou|Haikyuu!! Movie 3: Sainou to Sense|Haikyuu!! Movie 4: Concept no Tatakai|Haikyuu!! vs. ""Akaten""|Layton Mystery Tanteisha: Katri no Nazotoki File|Meitantei Conan Movie 25: Halloween no Hanayome|Haikyuu!! Movie: Gomisuteba no Kessen"
"Tanaami, Keiichi",126208,48,39,48,12,0,12,0,Director,4761|22157|22161|22169|22179|22255|28637|29617|29619|29980|30668|42585,Tokyo Loop|Yasashii Kinyoubi|Scrap Diary|Fetish Doll|Aki no Puzzle|Kanojo no Dokushinsha-tachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu|Dreams|Good-by Elvis and USA|Good-by Marilyn|Adventures in Beauty Wonderland|Walking Man|Black Cat (Movie)
"Hiramaki, Daisuke",134794,29,48,48,6,0,6,0,Director,37993|39388|44141|44275|52034|55791,Watashi ni Tenshi ga Maiorita!|Koisuru Asteroid|Watashi ni Tenshi ga Maiorita! Precious Friends|Selection Project|[Oshi no Ko]|[Oshi no Ko] 2nd Season
"Koide, Takushi",131505,7,48,48,1,0,1,0,Director,52149,Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho
"Xihongshi, Wo Chi",119330,31,47,47,18,18,0,0,Original Story,37186|38491|38741|40991|41528|44218|45599|49386|49569|49571|50667|51769|55655|56523|59245|59939|60420|60787,Mang Huang Ji|Xingchen Bian|Xue Ying Ling Zhu|Xue Ying Ling Zhu: Qi Yu Pian|Xingchen Bian 2nd Season|Tunshi Xingkong|Xue Ying Ling Zhu 2nd Season|Xingchen Bian 3rd Season|Xue Ying Ling Zhu 3rd Season|Tunshi Xingkong 2nd Season|Xingchen Bian 4th Season|Xingchen Bian 5th Season|Cang Yuan Tu|Tunshi Xingkong 3rd Season|Cang Yuan Tu: Dongning Fu Fanwai Pian|Tunshi Xingkong Movie: Xueluo Dalu|Cang Yuan Tu 2|Xingchen Bian 6th Season
"Nakazawa, Keiji",98590,47,20,47,4,4,0,0,Original Creator,1824|1825|3866|19135,Hadashi no Gen|Hadashi no Gen 2|Kuro ga Ita Natsu|Kuroi Ame ni Utarete
"Tsukino, Jyogi",98774,28,47,47,4,4,0,0,Original Creator,4011|29852|33750|40398,"Binetsukko ♭37℃ The Animation|Boku no Yayoi-san|Boku no Yayoi-san 2|Hitozuma, Mitsu to Niku"
"Nomura, Mizuki",102606,47,31,47,3,3,0,0,Original Story|Original Creator,6408|7669|8481,"""Bungaku Shoujo"" Movie|""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi|""Bungaku Shoujo"" Memoire"
Toyo,140893,1,47,47,2,2,0,0,Original Creator,39337|57470,"Araiya-san!: Ore to Aitsu ga Onnayu de!?|Modaete yo, Adam-kun"
Raidon,197369,2,47,47,2,2,0,0,Original Creator,44211|52185,Rikujoubu Joshi wa Ore no Nama Onaho!!! The Animation|Iinchou wa Saimin Appli wo Shinjiteru.
"Romain, Thomas",131586,47,20,47,3,1,1,1,Director|Original Creator|Original Character Design,1212|5675|40256,Oban Star-Racers|Basquash!|Cannon Busters
"Kirioka, Sana",108851,39,47,47,1,1,0,0,Original Creator,45055,Taishou Otome Otogibanashi
"Azuma, Sawayoshi",126909,23,47,47,1,1,0,0,Original Creator,55129,Oroka na Tenshi wa Akuma to Odoru
Yaongyi,127230,15,47,47,1,1,0,0,Original Creator,57192,Yeosin Gangnim
"Naekawa, Sai",187867,10,47,47,1,1,0,0,Original Creator,60168,"Watashi wo Tabetai, Hitodenashi"
"Naitou, Marcey",198876,5,47,47,1,1,0,0,Original Creator,55071,Amagami-san Chi no Enmusubi
"Ono, Manabu",102190,47,11,47,16,0,16,0,Director,928|2795|5671|9776|10456|10884|12487|15989|16123|20785|23341|36474|39597|40403|40540|53613,Transformers Galaxy Force|Dragonaut: The Resonance|Saki|A-Channel|Kyoukaisenjou no Horizon|Saki Achiga-hen: Episode of Side-A|Kyoukaisenjou no Horizon II|Saki Achiga-hen: Episode of Side-A Specials|Saki: Zenkoku-hen|Mahouka Koukou no Rettousei|Yoku Wakaru Mahouka!|Sword Art Online: Alicization|Sword Art Online: Alicization - War of Underworld|Shin Sakura Taisen the Animation|Sword Art Online: Alicization - War of Underworld 2nd Season|Dead Mount Death Play
"Yamaga, Hiroyuki",100988,47,32,47,8,0,8,0,Director,276|277|306|631|1034|2724|37975|41102,Mahoromatic: Automatic Maiden|Mahoromatic: Motto Utsukushii Mono|Abenobashi Mahou☆Shoutengai|Mahoromatic Summer Special|Ouritsu Uchuugun: Honneamise no Tsubasa|Daicon Opening Animations|Piano no Mori (TV) 2nd Season|Suna no Akari
"Takao, Noriko",103130,30,47,47,5,0,5,0,Director,15771|15775|23587|30344|32174,"Saint☆Oniisan (Movie)|Saint☆Oniisan|The iDOLM@STER Cinderella Girls|The iDOLM@STER Cinderella Girls 2nd Season|The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella."
"Takahashi, Kumiko",104698,10,47,47,1,0,0,1,Original Character Design,37764,Kidou Senshi Gundam NT
"Takahashi, Youichi",98927,1,46,46,13,13,0,0,Original Creator,17|1614|1674|2116|2117|2118|2119|2120|2121|2122|10323|36934|54803,Hungry Heart: Wild Striker|Captain Tsubasa: Road to 2002|Captain Tsubasa J|Captain Tsubasa|Shin Captain Tsubasa|Captain Tsubasa: Europe Daikessen|Captain Tsubasa: Ayaushi! Zen Nihon Jr.|Captain Tsubasa: Asu ni Mukatte Hashire!|Captain Tsubasa: Sekai Daikessen!! Jr. World Cup|Captain Tsubasa: Saikyou no Teki! Holland Youth|Golden★Kids|Captain Tsubasa (2018)|Captain Tsubasa Season 2: Junior Youth-hen
"Takahashi, Yashichiro",99114,46,11,46,11,11,0,0,Original Creator,355|1066|1531|1815|2787|3221|3956|6330|6572|6773|7375,Shakugan no Shana|Shakugan no Shana-tan|Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!|Shakugan no Shana Movie|Shakugan no Shana II (Second)|Shakugan no Shana-tan Movie|Shakugan no Shana-tan II (Second)|Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!|Shakugan no Shana S|Shakugan no Shana III (Final)|Shakugan no Shana-tan S
"Hashino, Katsura",165652,0,46,46,6,6,0,0,Original Story,10588|21473|24543|31149|36023|38431,Persona 4 the Animation|Persona 3 the Movie 2: Midsummer Knight's Dream|Persona 3 the Movie 3: Falling Down|Persona 3 the Movie 4: Winter of Rebirth|Persona 5 the Animation|Persona 5 the Animation TV Specials
"Kyouden, Sanbun",104632,46,28,46,3,3,0,0,Original Creator,4701|4731|10552,Yama Hime no Mi|Hiiro no Koku|Akebi no Hana: Maho
"Kedouin, Makoto",114209,46,11,46,2,2,0,0,Original Creator,13807|15037,Corpse Party: Missing Footage|Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou
Qruppo,252268,0,46,46,2,2,0,0,Original Creator,57969|63046,Nukitashi the Animation|Nukitashi the Animation Specials
"Ooshima, Yumiko",98974,19,46,46,2,2,0,0,Original Creator,1207|37387,Wata no Kuni Hoshi|Wata no Kuni Hoshi Pilot
"Shiki, Takuto",113931,10,46,46,1,1,0,0,Original Creator,39526,Sakuramiya Shimai no Netorare Kiroku
"Shiraishi, Jougi",121672,30,46,46,1,1,0,0,Original Story,40571,Majo no Tabitabi
"Kurosaka, Keita",113261,46,43,46,4,0,4,0,Director,28843|31586|43429|43432,Watashi no Kao|Mochibei|Matierica|Umi no Uta
"Iino, Shinya",121793,46,42,46,3,0,3,0,Director,38691|40852|60489,Dr. Stone|Dr. Stone: Stone Wars|Takopii no Genzai
"Inoue, Taku",174006,8,46,46,1,0,1,0,Director,41477,Man with a Mission The Animation
"Sekiya, Asami",103346,24,46,46,2,0,0,2,Original Character Design,32455|33839,Gekidol: Actidol Project|Alice in Deadly School
"Fujiko, Fujio A",108941,45,30,45,9,9,0,0,Original Creator,3077|3129|3130|7981|19533|21493|23647|30646|34550,Warau Salesman|Kaibutsu-kun|Kaibutsu-kun (1980)|Obake no Q-tarou (1985)|Fujiko Fujio A no Mumako|Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki|Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki|Perman (1983) Specials|Warau Salesman New
"Miyabi, Tsuzuru",102006,44,45,45,4,4,0,0,Original Creator,2372|2446|4494|23519,Enbo|Nikuyome: Takayanagi Ke no Hitobito|Enyoku|Enbi
"Sazane, Kei",110333,45,37,45,4,4,0,0,Original Story,40595|49981|50869|56062,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen|Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II|Kami wa Game ni Ueteiru.|Naze Boku no Sekai wo Daremo Oboeteinai no ka?"
Asaura,108869,17,45,45,3,3,0,0,Original Creator|Original Story,10396|12447|50709,Ben-To|Ben-To Picture Drama|Lycoris Recoil
"Kiyuzuki, Satoko",98879,31,45,45,2,2,0,0,Original Creator,5670|6959,GA: Geijutsuka Art Design Class|GA: Geijutsuka Art Design Class - Aozora ga Kakitai
"Satou, Keiichi",106626,45,19,45,10,1,8,2,Original Creator|Director|Original Character Design,389|1116|8475|9941|10687|21843|30736|33027|53770|59189,Karas|Junkers Come Here|Asura|Tiger & Bunny|Saint Seiya: Legend of Sanctuary|Shingeki no Bahamut: Genesis|Shingeki no Bahamut: Virgin Soul|Infini-T Force|Sentai Daishikkaku|Sentai Daishikkaku 2nd Season
"Morohoshi, Daijiro",108219,0,45,45,1,1,0,0,Original Creator,1966,Ankoku Shinwa
Oouso,125757,24,45,45,1,1,0,0,Original Creator,49524,Onaho Kyoushitsu: Joshi Zenin Ninshin Keikaku - The Animation
"Shimizu, Yuki",97640,45,12,45,1,1,0,0,Original Creator,35746,6 Lovers
"Shinya, Murata",98140,26,45,45,1,1,0,0,Original Story,34964,Killing Bites
"Miyoshi, Hikaru",114551,42,45,45,5,0,0,5,Original Character Design,40677|40911|43325|49471|49733,Argonavis from BanG Dream!|Yuukoku no Moriarty|Yuukoku no Moriarty Part 2|Argonavis Movie: Ryuusei no Obligato|Yuukoku no Moriarty OVA
"Nishimura, Kinu",126425,25,45,45,2,0,0,2,Original Character Design,12433|37569,Kyokugen Dasshutsu Adv: Zennin Shibou desu Prologue|Sirius
"Tanaka, Akio",100051,22,45,45,1,0,0,1,Original Character Design,16255,Meisou-Ou Border
"Chiba, Sadoru",114447,27,45,45,1,0,0,1,Original Character Design,24765,Gakkougurashi!
"Hashimoto, Takashi",235793,24,45,45,1,0,0,1,Original Character Design,216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari
"Takano, Fumiko",99784,29,45,45,1,0,0,1,Original Character Design,49738,Heike Monogatari
"Ditama, Bou",96951,0,44,44,7,4,0,3,Original Character Design|Original Creator,276|277|5042|5973|7066|7593|7744,Mahoromatic: Automatic Maiden|Mahoromatic: Motto Utsukushii Mono|Kiss x Sis|Fight Ippatsu! Juuden-chan!!|Mahoromatic: Tadaima Okaeri|Kiss x Sis (TV)|Fight Ippatsu! Juuden-chan!! Specials
"Sugahara, Souta",122070,34,44,44,13,3,12,2,Director|Original Character Design|Original Creator,11809|16405|16726|23787|24071|24073|27519|32400|34323|34503|36797|38284|52162,"gdgd Fairies|Boku no Imouto wa ""Osaka Okan""|gdgd Fairies 2|Hi☆sCoool! SeHa Girls|gdgd Fairies Movie: tte Iu Eiga wa Dou kana...?|Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www|Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV)|KochinPa!|Hi☆sCoool! SeHa Girls Special|KochinPa! Dainiki|gdMen|Devidol!|5-Okunen Button"
"Takeuchi, Ryousuke",107823,27,44,44,3,3,0,0,Original Story,40911|43325|49733,Yuukoku no Moriarty|Yuukoku no Moriarty Part 2|Yuukoku no Moriarty OVA
"Sakurabi, Hashigo",119120,44,23,44,2,2,0,0,Original Creator,37597|48780,Dakaretai Otoko 1-i ni Odosarete Imasu.|Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen
"Tada, Kaoru",98694,44,20,44,2,2,0,0,Original Creator,2221|3731,Aishite Knight|Itazura na Kiss
"Ootori, Mahiro",118303,5,44,44,1,1,0,0,Original Creator,32238,"Watashi wa, Kairaku Izonshou"
JELEE,301222,9,44,44,1,1,0,0,Original Creator,54839,Yoru no Kurage wa Oyogenai
"Kotoyoshi, Yumisuke",97461,23,44,44,1,1,0,0,Original Creator,55902,Junjou Decamelon
"Ootsuka, Eiji",97741,0,44,44,1,1,0,0,Original Creator,3643,Mahou no Rouge Lipstick
"Kitakubo, Hiroyuki",100654,44,36,44,5,0,5,0,Director,268|405|666|1270|2000,Golden Boy|Blood: The Last Vampire|JoJo no Kimyou na Bouken|Black Magic M-66|Roujin Z
"Asai, Yoshiyuki",120921,44,12,44,5,0,5,0,Director,28999|31553|34662|41930|53411,Charlotte|Charlotte: Tsuyoimono-tachi|Fate/Apocrypha|Kamisama ni Natta Hi|Buddy Daddies
"Arias, Michael",101060,44,20,44,2,0,2,0,Director,2154|28211,Tekkon Kinkreet|Harmony
"Yamamuro, Tadayoshi",187061,44,12,44,1,0,1,0,Director,25389,"Dragon Ball Z Movie 15: Fukkatsu no ""F"""
"Ousaka, Nozomi",114373,27,44,44,11,0,0,11,Original Character Design,14741|15687|15879|16934|18671|19021|21797|27601|35608|36855|39790,Chuunibyou demo Koi ga Shitai!|Chuunibyou demo Koi ga Shitai! Lite|Chuunibyou demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou|Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel|Chuunibyou demo Koi ga Shitai! Ren|Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie|Chuunibyou demo Koi ga Shitai! Ren Lite|Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars|Chuunibyou demo Koi ga Shitai! Movie: Take On Me|Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou|Adachi to Shimamura
Po-ju,100410,44,34,44,2,0,0,2,Original Character Design,17371|32016,Natsuyasumi.|Secret Journey
"Ikemoto, Mikio",119939,44,29,44,1,0,0,1,Original Character Design,34566,Boruto: Naruto Next Generations
"Akatsuka, Fujio",97141,43,35,43,23,23,0,0,Original Creator,3285|3838|3839|9883|9884|11268|12569|19879|19961|31174|32088|32383|34238|35067|36890|37662|42391|46735|48409|49119|49120|56487|58996,Himitsu no Akko-chan|Himitsu no Akko-chan 2|Himitsu no Akko-chan 3|Osomatsu-kun (1988)|Osomatsu-kun|Ganso Tensai Bakabon|Himitsu no Akko-chan (Movie)|Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!|Heisei Tensai Bakabon|Osomatsu-san|Osomatsu-kun: Iyami wa Hitori Kaze no Naka|Osomatsu-san Short Film Series|Osomatsu-san: Ouma de Kobanashi|Osomatsu-san 2nd Season|dMatsu-san|Shinya! Tensai Bakabon|Osomatsu-san 3rd Season|Chocomatsu-san: Valentine's Day-hen|Chocomatsu-san: White Day-hen|Osomatsu-san: Hipipo-Zoku to Kagayaku Kajitsu|Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomarikai|Matsuinu|Osomatsu-san 4th Season
"Tsushimi, Bunta",111033,15,43,43,7,7,0,0,Original Story,33899|36963|37962|45577|46654|54118|57152,IDOLiSH7|IDOLiSH7 Vibrato|IDOLiSH7 Second Beat!|IDOLiSH7 Third Beat!|IDOLiSH7 Third Beat! Part 2|IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD|Mahoutsukai no Yakusoku
"Haruhara, Robinson",113767,43,28,43,5,5,0,0,Original Creator|Original Story,15751|17391|18523|23499|55774,"Senyuu.|Senyuu. Specials|Senyuu. 2|Gakumon!: Ookami Shoujo wa Kujikenai|Himesama ""Goumon"" no Jikan desu"
"Iwahara, Yuuji",97370,0,43,43,9,4,0,5,Original Character Design|Original Creator,2025|4182|6573|6610|7338|31163|33069|38192|59205,Darker than Black: Kuro no Keiyakusha|Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita|Darker than Black: Ryuusei no Gemini|Ibara no Ou|Darker than Black: Kuro no Keiyakusha Gaiden|Dimension W|Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka|Sakugan|Clevatess: Majuu no Ou to Akago to Shikabane no Yuusha
"Takeoka, Hazuki",115200,33,43,43,3,3,0,0,Original Story,33487|37377|51498,"Masamune-kun no Revenge|Masamune-kun no Revenge: Uchi no Mama ni Kagitte/Tsunade Shima, Futatabi./12-Ji wo Sugita Cinderella|Masamune-kun no Revenge R"
"Red, Akazawa",106240,7,43,43,2,2,0,0,Original Creator,15541|33138,Namanaka Hyaku Percent!: Katamusubi no Shinpa|Nama Lo Re: Namakemono The Animation
"Morita, Kisetsu",113255,19,43,43,2,2,0,0,Original Story,40586|50738,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita|Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni"
"Umeda, Abi",115224,43,41,43,2,2,0,0,Original Creator,34712|37272,Kujira no Kora wa Sajou ni Utau|Kujira no Kora wa Sajou ni Manabu!
"Misora, Riku",118692,43,43,43,2,2,0,0,Original Creator|Original Story,30296|39523,Rakudai Kishi no Cavalry|Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!
"Gondaira, Hitsuji",122194,31,43,43,2,2,0,0,Original Creator,53865|58644,Yozakura-san Chi no Daisakusen|Yozakura-san Chi no Mini Sakusen
"Gureishi, Yako",119540,22,43,43,1,1,0,0,Original Creator,39575,Somali to Mori no Kamisama
