character_name,character_id_anilist,character_id_mal,character_favorites_mal,character_favorites_anilist,character_favorites,anime_count,anime_ids,voice_actor_names
Yoshizawa,184074,100139,0,16,16,3,6219|31798|35926,"Yagi, Yuuki|Miyashita, Eiji|Himenogi, Tsubasa"
"Zaral, Gije",160449,108375,0,16,16,3,930|2760|2761,"Hayashi, Kazuo"
"(Edolas), Levy",,47605,16,0,16,2,6702|49785,"Ise, Mariya"
"Adley, Archibald Cornwell",13907,13907,0,16,16,2,723|2800,"Midorikawa, Hikaru|Mitsuya, Yuuji"
"Agemaki, Wako",35599,35599,16,11,16,2,8934|12857,"Hayami, Saori"
Akitsu,12766,12766,0,16,16,2,4063|5277,"Kobayashi, Yuu"
"Amazake, Arika",24995,24995,0,16,16,2,1138|4052,"Sendai, Eri|Garcia, Melissa"
"Aoba, Riku",960,960,16,1,16,2,1555|3686,"Miyano, Mamoru"
Atui,,132786,16,0,16,2,30901|40590,"Hara, Yumi"
"Azusawa, Kouichi",147176,175323,0,16,16,2,39491|40858,"Horiuchi, Kenyuu"
"Bakusa, Balinbow",18646,18646,0,16,16,2,4107|4565,"Douzaka, Kouzou"
"Bananya, Mike",195107,141499,16,7,16,2,32664|40228,"Kaji, Yuuki"
Bashbarza,289162,208665,0,16,16,2,52446|54084,"Abe, Atsushi"
Blues,,144467,16,0,16,2,424|1854,"Kobayashi, Kiyoshi|Takano, Urara"
Boh,321806,8302,16,2,16,2,199|52741,"Kamiki, Ryunosuke|Yamaguchi, Reigo"
"Brand, Creo",39017,,0,16,16,2,9367|10172,"Kitta, Izumi"
"Bremer, Stella",,44179,16,0,16,2,11021|16335,"Ohara, Sayaka"
"Carlsberg, Marie en",8550,8550,0,16,16,2,1251|1252,"Mizutani, Yuuko"
Cheer-chan,259008,217027,0,16,16,2,49854|49866,"Kouno, Marika"
"Dai, Mubai",142005,,0,16,16,2,37150|37822,"Zhao, Lu"
Daia,137149,,0,16,16,2,38804|40880,"Sasaki, Rico"
"Daimyouzamurai, Mei",162898,102333,10,16,16,2,19685|24451,"Tange, Sakura"
Dakuan,19984,19984,0,16,16,2,617|618,"Aono, Takeshi|Fujimoto, Yuzuru"
"Dan, Roana",88083,100627,0,16,16,2,22547|23781,"Takagaki, Ayahi"
"Dietrich, Elise von",4944,4944,16,5,16,2,2604|3410,"Tsuji, Ayumi"
Dodonko,293462,180512,0,16,16,2,38040|51958,"Suzushiro, Sayumi"
Doki,271114,,16,8,16,2,53237|57567,"Toki, Shunichi|Snow, Derick"
Elea,11827,11827,11,16,16,2,3407|54449,"Hanazawa, Kana|Junot, Mara"
"Enjoji, Kei",,15082,16,0,16,2,733|734,"Fujiwara, Keiji|Ichijou, Kazuya"
Equa,263083,205918,0,16,16,2,50862|54793,"Mineuchi, Tomomi|Ohashi, Ayaka"
"Etou, Kouki",,149672,16,0,16,2,34474|37008,"Toki, Shunichi"
Ferres,263084,205919,0,16,16,2,50862|54793,"Takahashi, Rie"
"Foschurose, Shia",,168625,16,0,16,2,40974|45486,"Minase, Inori"
Friender,17896,17896,16,10,16,2,4810|4981,"Katou, Shouji|Cervantes, Enrique"
"Frings, Finger Von",271920,217598,0,16,16,2,44408|59662,"Tachibana, Tatsumaru"
"Fukumaru, Koito",328646,244362,0,16,16,2,58302|60045,"Tajima, Saran"
"Garland, Lizzie",18161,18161,13,16,16,2,438|5682,"Orikasa, Ai|Watanabe, Akeno"
"Gielen, Cecil von",43040,43040,16,11,16,2,4360|10280,"Anzu, Hana"
"Global, Bruno J.",24667,24667,16,10,16,2,1088|1089,"Hazama, Michio"
"Gou, Takeo",150562,,0,16,16,2,37976|40174,"Koyama, Tsuyoshi"
"Grace, Princess",5071,5071,16,0,16,2,505|1886,"Minaguchi, Yuko|Lee, Hyeon-Jin"
"Hanazaki, Kensuke",90117,,0,16,16,2,33377|34197,"Oosaka, Ryouta|Briner, Justin"
"Hibiki, Ai",88730,115319,0,16,16,2,25867|30499,"Taneda, Risa"
"Hidaka, Shurato",13373,13373,16,4,16,2,2113|2114,"Seki, Toshihiko"
"Hiyorimi, Sawawa",7402,7402,0,16,16,2,4082|9159,"Minaguchi, Yuko|Kayano, Ai"
"Horimiya, Eichi",123966,149669,0,16,16,2,34474|37008,"Nishiyama, Koutarou"
"Hwang, Dong-Su",136075,,0,16,16,2,58567|59841,"Suwabe, Junichi"
"Hyou, Matsuri",37246,37246,16,11,16,2,8934|12857,"Tomatsu, Haruka"
"Iida, Kanako",159403,165888,0,16,16,2,37105|59986,"Gibu, Yuuko"
"Ino, Akiho",131633,177164,0,16,16,2,57845|59820,"Uchida, Aya"
"Issue, Carta",127253,139064,10,16,16,2,31251|33051,"Inoue, Kikuko"
"Itou, Shuuji",,260402,16,0,16,2,60449|61295,"Tsuchiya, Simba"
Javert,7920,7920,16,15,16,2,1695|5900,"Matsuyama, Takashi|Ootsuka, Chikao"
Jek,138833,133078,0,16,16,2,29976|34830,"Suzuki, Yuuto|Suzuki, Yuto"
"Joushima, Toushiya",37068,,0,16,16,2,18|3931,"Ebara, Masashi"
"Juse, Rino",153690,115579,16,14,16,2,26349|29067,"Kugimiya, Rie"
"Kagami, Kasumi",128860,149817,0,16,16,2,34019|39469,"Taketatsu, Ayana"
"Kai, Eiji",5450,5450,16,4,16,2,2927|4205,"Sakurai, Takahiro"
"Kaichou, Zen Seito",212389,,0,16,16,2,43608|52198,"Shimazaki, Nobunaga"
Kaminaga,89484,81959,16,8,16,2,18465|31405,"Noto, Mamiko|Kimura, Ryouhei"
"Kannazuki, Iku",122290,139391,13,16,16,2,33037|38669,"Ono, Kenshou|Ono, Kensho"
"Kirigaya, Midori",36833,36833,0,16,16,2,11757|20021,"Endou, Aya"
"Kiryuu, Kotoha",6745,6745,0,16,16,2,1561|6227,"Nakahara, Mai"
"Kuroi, Takahiro",,106341,16,0,16,2,21105|23441,"Kimura, Ryouhei"
"Kuroki, Kurumi",44162,44162,0,16,16,2,10611|10933,"Ariga, Yui"
"Kuronuma, Aina",135865,138514,0,16,16,2,32542|33524,"Horie, Yui"
"Kusano, Jirou",7940,7940,16,16,16,2,37487|39948,"Hayashi, Yuu"
"Kyouju, Moriarty",235453,,0,16,16,2,1972|20441,"Ootsuka, Chikao"
"Latrova, Fikatsia",65507,65507,16,12,16,2,11021|16335,"Honda, Takako"
"MacDougall, Harry",7570,7570,16,7,16,2,400|33713,"Kashiwakura, Tsutomu"
"Madanbashi, Kouichi",87834,98155,16,12,16,2,21809|23735,"Shimazaki, Nobunaga"
"Maki, Izumi",2466,2466,0,16,16,2,218|219,"Nagasawa, Miki"
Mido,132274,157305,11,16,16,2,35851|44037,"Satou, Rina|Mishina, Takeru"
Mistral,12508,12508,16,13,16,2,48|1487,"Enomoto, Atsuko"
"Miyakonojou, Oudo",56381,56381,0,16,16,2,11761|14527,"Katsunuma, Kiyoshi"
"Miyazawa, Ami",37218,37218,16,10,16,2,3559|6194,"Ichimura, Oma"
Mocchi,10425,10425,0,16,16,2,1469|13201,"Shiratori, Yuri"
"Morishita, Koyomi",20962,20962,0,16,16,2,5454|6748,"Nonaka, Ai"
Mudo,146617,125099,0,16,16,2,58488|59945,"Matsuoka, Yoshitsugu"
"Musashi, Komugi",36558,36558,16,6,16,2,8101|10187,"Ishida, Akira"
Naenia,155248,142958,0,16,16,2,48580|49114,"Nazuka, Kaori"
Nigel,,271076,16,0,16,2,41361|54790,"Ugaki, Hidenari|Maki, Shunichi"
"Niigaki, Aoi",120345,127698,10,16,16,2,30652|34367,"Igarashi, Hiromi"
"Nishiyama, Serina",89442,138184,15,16,16,2,31564|33173,Machico
"Oikawa, Ayumi",,4404,16,0,16,2,852|7578,"Minaguchi, Yuko"
One,,16380,16,0,16,2,624|9996,"Matsuyama, Takashi|Yuzuki, Ryouka"
Oruha,3610,3610,16,16,16,2,177|969,"Chiba, Saeko"
"Otorii, Tsubame",6627,6627,12,16,16,2,2288|2289,"Hayashibara, Megumi"
"Patterson, Zach",196874,195000,0,16,16,2,43325|49733,"Kawashima, Tokuyoshi"
"Reeves, Flagel",127569,,0,16,16,2,35760|38524,"Hatanaka, Tasuku"
Rise,125357,157479,13,16,16,2,36001|41689,"Sakura, Ayane"
Rygar,,10423,16,0,16,2,1469|13201,"Yao, Kazuki"
"Saibou, Naive T",132626,166352,0,16,16,2,37141|38733,"Tamura, Mutsumi|Kobayashi, Yuusuke|Nomura, Kenji"
"Sakoda, Ken",161350,184381,0,16,16,2,39184|40272,"Nogami, Shou"
"Sanjyou, Keiko",74331,,0,16,16,2,20457|22057,"Watanabe, Kumiko"
Sanya,197252,168628,0,16,16,2,40974|45486,Lynn
"Saotome, Ichina",264556,206914,0,16,16,2,50248|52229,"Fujita, Saki"
Seitokaichou,132203,,0,16,16,2,37171|37996,"Inoue, Honoka"
"Sekiguchi, Tougo",204550,191234,0,16,16,2,46102|50653,"Horii, Chado"
"Shiina, Kokomi",169017,110207,14,16,16,2,24855|33808,"Satou, Satomi"
"Shijyuin, Kaguya",144404,,0,16,16,2,40196|41146,"Tadokoro, Azusa"
"Shimogamo, Yaichirou",80947,80947,14,16,16,2,17909|34076,"Suwabe, Junichi"
"Shin, Megamega",233307,,0,16,16,2,40586|50738,"Inoue, Kikuko"
"Shingari, Miroku",137420,139894,0,16,16,2,36483|44081,"Eguchi, Takuya"
"Shinkai, Eri",15618,15618,0,16,16,2,2163|6443,"Fukuen, Misato"
"Shinkawa, Kyouji",73151,73151,16,4,16,2,21881|27891,"Hanae, Natsuki"
Shinkouhyou,9426,,0,16,16,2,1108|36029,"Ishida, Akira|Toriumi, Kousuke"
Shinpachi,316689,130070,16,0,16,2,205|51304,"Afra|Minagawa, Junko"
"Shirasaki, Iris",151913,128885,0,16,16,2,30383|31530,"Amamiya, Sora"
"Shirogane, Luna",12234,12234,16,11,16,2,1835|3493,"Ueda, Kana"
"Shirokane, Ginka",81589,81589,0,16,16,2,17651|20187,"Tatsumi, Yuiko"
Shukaku,,11813,16,0,16,2,20|34566,"Iwasaki, Hiroshi"
"Sogoru, Kyou",,2579,16,0,16,2,878|33048,"Asanuma, Shintaro"
"Sokaro, Winters",6715,6715,16,5,16,2,1482|32370,"Wakamoto, Norio|Inada, Tetsu"
"Stanfield, Milliela",226833,128593,0,16,16,2,29095|31368,"Hirayama, Yukari"
"Star, Yuriko",10324,10324,0,16,16,2,569|1168,"Amano, Yuri"
"Sumizome, Akemi",74325,74325,10,16,16,2,20457|22057,"Nomizu, Iori"
Tamanawa,129150,128295,12,16,16,2,23847|39547,"Hino, Satoshi"
"Tanima, Yuri",6618,6618,11,16,16,2,1533|1957,Yukana
"Teori, Tadatsuru",123066,122167,0,16,16,2,28025|35247,"Koyasu, Takehito"
That Animal That Shall Not be Named,,156896,16,0,16,2,36784|37646,"Sugita, Tomokazu"
Toichi,27916,129014,16,0,16,2,21557|28423,"Yasuda, Ken|Hirota, Minoru"
"Tokita, Niko",,188908,16,0,16,2,51369|56704,"Morikawa, Toshiyuki|Fujiwara, Keiji|Takagi, Wataru"
Tomokane,21302,21302,16,6,16,2,5670|6959,"Sawashiro, Miyuki"
Tri-Edge,2303,,0,16,16,2,873|3269,"Aida, Sayaka"
Ungalo,130613,92525,0,16,16,2,51367|53273,"Yamazaki, Takumi"
"Usa, Shiro",21861,21861,0,16,16,2,3885|6482,"Horie, Yui"
"Uzaki, Kiri",190106,186953,12,16,16,2,41226|42962,"Sanpei, Yuuko"
Vinny,153750,170502,10,16,16,2,35848|39991,"Kobayashi, Kendo|Kobayashi, Kendou"
"Wenhamm, Reever",6858,6858,16,13,16,2,1482|32370,"Okiayu, Ryoutarou|Sugita, Tomokazu"
Yamano,323321,268821,0,16,16,2,37956|54617,"Noka, Honoka|Touyama, Nao"
Yango,18073,18073,16,3,16,2,4177|38672,"Irino, Miyu|Kaji, Yuuki"
"Yu, Renjie",259656,,0,16,16,2,50411|51645,"Tong, Xinzhu"
"de la Stella, Fuuta",,1760,16,0,16,2,1604|8532,"Sanpei, Yuuko"
3-Ban,2328,,0,16,16,1,226,"Takahashi, Mikako"
Abramelin,276633,211310,0,16,16,1,51923,"Matsui, Eriko"
"Abrams, Mr.",240933,202260,0,16,16,1,8795,"Umezu, Hideyuki"
"Adachi, Umi",191322,223929,0,16,16,1,53621,"Kondou, Reina"
"Aiba, Shinya",6784,6784,16,9,16,1,1459,"Koyasu, Takehito"
Akai Shisen no Elea,315322,230655,11,16,16,1,54449,"Noto, Mamiko"
"Akane, Delta",137767,170133,0,16,16,1,39282,"Ono, Kenshou|Ono, Kensho"
"Althusser, Bertille",128272,92857,0,16,16,1,19151,"Yuzuki, Ryouka"
"Amagai, Shuusuke",,11931,16,0,16,1,269,"Horiuchi, Kenyuu"
"Amane, Shiho",,24620,16,0,16,1,19631,"Jinbo, Tomoe"
"Amano, Isora",316669,235764,16,8,16,1,54835,"Kawashima, Reiji"
"Amano, Saki",22743,22743,16,11,16,1,5914,"Mizuhara, Kaoru"
"Ameku, Mazuru",345520,255834,0,16,16,1,58600,"Mizuki, Nana"
"Andrealphus, Coriana",203975,209486,0,16,16,1,34281,"Mori, Nanako"
"Aotsuki, Wakana",203917,93453,0,16,16,1,18689,"Kaji, Ayano"
"Asai, Mugi",2997,2997,16,9,16,1,1721,"Kimoto, Orie"
"Asamiya, Ryuuto",3088,3088,14,16,16,1,1559,"Narita, Ken"
"Ayase, Kaori",90098,141103,15,16,16,1,31952,"Tokui, Sora"
Babbo,2574,2574,12,16,16,1,738,"Yao, Kazuki"
"Babicheva, Mila",203660,145666,16,13,16,1,32995,"Doi, Mari"
"Baker, Elenore",3815,3815,16,8,16,1,252,"Uchikawa, Ai"
"Baragaki, Doki",271114,239037,16,8,16,1,57567,"Toki, Shunichi"
Barda,6360,6360,16,12,16,1,1826,"Yara, Yuusaku"
"Baskerville, Noise",,107909,16,0,16,1,5530,"Hirohashi, Ryou"
Benichidori,239689,205720,0,16,16,1,52701,"Kitou, Akari"
Bertha,11288,11288,0,16,16,1,512,"Seki, Hiroko"
"Bold, Vincent",,80393,16,0,16,1,12431,"Tsuda, Kenjirou"
"Bryant, Sarah",22561,22561,0,16,16,1,961,"Okamoto, Maya"
Bundai,30848,30848,15,16,16,1,205,"Wakamoto, Norio"
Bürent,83843,83841,0,16,16,1,11617,"Keichou, Yuka"
CAL-141,29271,29271,14,16,16,1,6867,"Noto, Mamiko"
Cabaji,4897,4897,0,16,16,1,2020,"Endou, Moriya"
"Carolina, North",193800,193862,0,16,16,1,40930,"Horie, Yui"
"Cat, Tamamo",,201959,16,0,16,1,62149,"Saitou, Chiwa"
"Caven, Traute",127390,163038,0,16,16,1,35760,"Terai, Saori"
"Chamos, Siatrich Newreal",308639,219689,0,16,16,1,52308,"Suwabe, Junichi"
"Charlotte, Perospero",,153794,16,0,16,1,50410,"Uchida, Yuuya"
"Cheng, Ke",226184,,0,16,16,1,41051,"Liang, Dawei"
"Chidori, Yuuma",63513,63513,16,11,16,1,12997,"Yoneshima, Nozomi"
"Choe, Bomi",,201485,16,0,16,1,58080,"Ishikawa, Yui"
Cicinho,158758,93347,16,5,16,1,19367,"Kamiya, Hiroshi"
Crabrante,,134115,16,0,16,1,30276,"Tokumoto, Yukitoshi"
"DT, Regular Mob",,177729,16,0,16,1,40010,"Okitsu, Kazuyuki"
Daitenshi,,253343,16,0,16,1,43690,"Ishikawa, Kaito"
Dolan,161716,184256,0,16,16,1,58445,"Takeuchi, Shunsuke"
"Donne, Kagero",225076,,0,16,16,1,48492,"Namikawa, Daisuke"
"Ehara, Anzu",374513,,0,16,16,1,62405,"Nakai, Tomo"
"Eicler, Eclair Ecleir",191166,,0,16,16,1,48897,"Hiyama, Nobuyuki"
Einzig,137443,152918,0,16,16,1,33674,"Suwabe, Junichi"
"Enjouji, Mike",147762,174069,0,16,16,1,38670,"Ono, Yuuki"
"Ferrera, Alan",262973,215748,0,16,16,1,50923,"Satou, Gen"
"Fingerhat, Marvet",16749,16749,0,16,16,1,89,"Shiraishi, Ayako"
Flamberge,46685,46685,16,6,16,1,8915,"Koshimizu, Ami"
"Floke, Kiki",239688,205746,0,16,16,1,52701,"Hasegawa, Ikumi"
"Frank, Lotte",8623,8623,0,16,16,1,19,"Hikami, Kyouko"
"Fujisawa, Hiroki",3903,3903,16,6,16,1,433,"Yoshioka, Hidetaka"
"Furado, Emery",305954,117295,0,16,16,1,56690,"Shimabukuro, Miyuri"
Gain,180259,184133,0,16,16,1,41312,"Kiyokawa, Motomu"
"Gappa, DJ",,87339,16,0,16,1,464,"Ikematsu, Sousuke"
Gardar,,181276,16,0,16,1,49387,"Masumoto, Takuya"
"Gero, Dr.",2146,2146,0,16,16,1,900,"Yada, Kouji"
"Gokusai, Kaibi",41050,41050,0,16,16,1,38481,"Izawa, Shiori"
"Gotanda, Tetsuo",356362,208387,0,16,16,1,53512,"Hosoya, Yoshimasa"
"Gouda, Toshiro",21084,,0,16,16,1,4896,"Bifu, Hitoshi"
"Grauer, Innumael",,181492,16,0,16,1,37599,"Abe, Atsushi"
"Hagiwara, Shuu",135346,125345,0,16,16,1,37982,"Hirakawa, Daisuke"
"Haha, Haruki no",134460,,0,16,16,1,36098,"Tanaka, Atsuko"
"Hakozaki, Chika",88172,,0,16,16,1,16157,"Komatsu, Yuka"
"Hanamaru, Ran",370522,274955,0,16,16,1,57969,"Hama, Ruchia|Hama, Rucia"
"Hanazono, Yuzu",154726,,0,16,16,1,37281,"Nakamura, Sakura"
"Harrifenas, Potimas",130480,157721,16,12,16,1,37984,"Morikawa, Toshiyuki"
"Harumi, Madoka",80957,80957,0,16,16,1,17831,"Asumi, Kana"
"Haruno, Yoshito",121357,149634,0,16,16,1,33203,"Ono, Daisuke"
"Hato, Manaia Matawhaura",188872,180620,0,16,16,1,38006,"Yuuki, Misaki"
Hemimorphite,123994,154990,0,16,16,1,35557,"Ueda, Reina"
"Higuchi, Kaede",131758,,0,16,16,1,38851,"Higuchi, Kaede"
"Himemiya, Yuuri",,134236,16,0,16,1,31559,"Yamashita, Daiki"
"Himuro, Taiga",163435,179491,0,16,16,1,40786,"Ono, Yuuki"
"Hinomoto, Masaru",163493,154303,0,16,16,1,54259,"Namikawa, Daisuke"
"Hiura, Shiori",79767,79767,16,10,16,1,17251,"Haduki, Rie"
"Honkou, Yukino",,53999,16,0,16,1,11185,"Okajima, Tae"
Hororo,3778,3778,16,13,16,1,348,"Nonaka, Ai"
"Hoshikawa, Hikayu",165337,152802,0,16,16,1,34561,"Natsukawa, Shiina"
"Hoshimura, Junichirou",68423,68423,16,11,16,1,14075,"Nojima, Hirofumi"
"Houshou, Reiko",350512,260641,0,16,16,1,60377,"Hanazawa, Kana"
"Hyoudou, Ibuki",146370,128674,16,1,16,1,30741,"Toda, Megumi|Ichigoyama, Buntarou"
"III, Pyotr",42446,42446,16,0,16,1,1013,"Iida, Masatoshi"
"Ibuki, Kanami",36586,36586,0,16,16,1,33263,"Kawasumi, Ayako"
"Ichikawa, Rin",,26474,16,0,16,1,3287,"Nasu, Megumi"
"Ideguchi, Satoshi",18597,18597,16,13,16,1,5040,"Yamaguchi, Kappei"
"Igarashi, Ryou",294500,216306,0,16,16,1,52830,"Okamoto, Nobuhiko"
"Inako, Ani",124644,153681,9,16,16,1,35988,"Yahagi, Sayuri"
"Inui, Miiko",,60503,16,0,16,1,12291,"Minaguchi, Yuko"
Iolite,284915,215638,9,16,16,1,51213,"Okamoto, Nobuhiko"
"Isley, Pamela",182942,158812,0,16,16,1,36517,"Tanaka, Atsuko"
Itaku,31472,31472,16,12,16,1,10049,"Kishio, Daisuke"
"Jayer, Hyde",215287,194715,15,16,16,1,48567,"Aoi, Shouta"
"Jiang, Yuduo",226185,,0,16,16,1,41051,"Wu, Lei"
"Jumonji, Ban",197934,,0,16,16,1,39725,"Shimozuma, Yoshiyuki"
"Juujou, Shion",1456,1456,16,9,16,1,1569,"Matsuki, Miyu"
"Kagami, Kyuuma",188274,189416,0,16,16,1,50307,"Kuno, Misaki"
"Kajino, Hoho",168414,150515,0,16,16,1,39609,"Hikasa, Youko"
"Kaminoshima, Fuuta",161609,192271,0,16,16,1,40677,"Nakajima, Yoshiki"
"Kamiya, Manatsu",187405,106091,0,16,16,1,23423,"Hirai, Sachie"
"Kamoto, Suzu",209212,260911,0,16,16,1,55318,"Itou, Ayasa"
"Kamuro, Hana",311499,233098,0,16,16,1,56146,"Takahashi, Rie"
"Kang, Ho-Ryang",330238,,0,16,16,1,52635,"Matsuda, Kenichirou"
"Kanzaka, Akino",128441,165833,0,16,16,1,36632,"Nakajima, Yui"
"Karatachi, Kagura",,154576,16,0,16,1,34566,"Koumoto, Keisuke"
"Kasuga, Kinuyo",148031,174372,0,16,16,1,37972,"Sakamoto, Maaya"
"Kasuga, Kyoko",43415,43415,0,16,16,1,6880,"Horikawa, Chika"
"Katayama, Gorobei",155,155,16,13,16,1,166,"Inada, Tetsu"
"Katori, Yuutarou",18655,,0,16,16,1,4532,"Matsumoto, Yasunori"
"Katou, Miyu",324262,236385,0,16,16,1,55528,"Kakuma, Ai"
"Katou, Yasunori",26229,26229,16,10,16,1,1148,"Shimada, Kyusaku"
"Katsura, Rei",158548,142860,16,11,16,1,33314,"Toyonaga, Toshiyuki"
"Katsuragi, Aya",148026,174375,0,16,16,1,37972,"Nazuka, Kaori"
"Katsuragi, Mimiko",,784,16,0,16,1,1498,"Nagata, Ryoko"
"Kirishiki, Seishirou",30576,30576,16,3,16,1,7724,GACKT
"Kiriyama, Itsuki",163425,179485,0,16,16,1,40786,"Maeno, Tomoaki"
"Kisaragi, Kaoru",289921,262926,0,16,16,1,55710,"Toki, Shunichi"
"Kodama, Sara",6520,6520,0,16,16,1,1792,"Kobayashi, Ai"
"Koshiyama, Shiki",42589,42589,13,16,16,1,34580,"Horie, Shun"
"Kouda, Nico",306775,242395,0,16,16,1,55690,"Tsuchiya, Rio"
"Kouzuki, Shinon",2979,2979,16,8,16,1,342,"Itou, Shizuka"
"Krasotkin, Nikolai",181094,131806,16,8,16,1,28625,"Yamashita, Daiki"
Kufa,369801,,0,16,16,1,56854,"Ookubo, Rumi"
"Kureha, Kotori",151434,182792,0,16,16,1,39583,"Amasaki, Kouhei"
"Kureo, Cleo",121416,149134,16,1,16,1,34350,"Uchida, Shuu"
"Kuroda, Satsuki",288651,217017,0,16,16,1,52185,"Matsuyama, Sayaka"
"Kurose, Ayumi",121359,149635,0,16,16,1,33203,"Fukuyama, Jun"
"Kusaka, Takumi",10113,10113,16,9,16,1,29,"Touchi, Hiroki"
"Kusakabe, Torahiko",165237,188068,0,16,16,1,39725,"Ikuta, Youji"
"Kusaribe, Natsumura",68421,68421,16,12,16,1,14075,"Suwabe, Junichi"
"La, Yuty",13770,13770,10,16,16,1,2002,"Koshimizu, Ami"
"Lady, Teresa",187240,,0,16,16,1,32951,"Tazawa, Masumi"
"Langston, Orland",307127,230637,0,16,16,1,54842,"Okamoto, Nobuhiko"
"Lapucea, Nya",89864,139197,0,16,16,1,32171,"Bridcutt, Sarah Emi"
"Lecturer, German",157287,165894,0,16,16,1,37105,"Saitou, Jirou"
"Lee, Won-joon",,215994,16,0,16,1,54846,"Koumoto, Keisuke"
"Levitt, Vera",138624,164794,0,16,16,1,53127,"Toujou, Hisako"
"Lincle, Millie",180330,118647,0,16,16,1,25345,"Fujimori, Yukina"
Litchi,,33262,16,0,16,1,15045,"Graffiti, Ore no"
"Lu, Wutang",288292,222170,0,16,16,1,60285,"Mizunaka, Masaaki"
Luze Selen El Philizar,124646,,0,16,16,1,35988,"Saitou, Souma"
"Maeda, Kanon",75024,75024,0,16,16,1,16397,"Ise, Mariya"
"Magami, Ryou",38510,,0,16,16,1,8666,"Hino, Satoshi"
"Maijima, Higari",191597,142023,0,16,16,1,51781,"Kitazawa, You"
"Makina, Juri",203550,105209,16,7,16,1,20903,"Ueda, Reina"
Malèna,234746,,0,16,16,1,26055,"Kaida, Yuuko"
"Marfes, Leerin",19303,19303,14,16,16,1,4186,"Takahashi, Mikako"
"Marker, Elda",3496,,0,16,16,1,469,"Shiratori, Yuri"
"Mashiro, Aoi",127052,162821,11,16,16,1,37458,"Tomita, Miyu"
"Masuda, Shizuka",5036,5036,16,9,16,1,119,"Nogawa, Sakura"
"Matsubue, Takaomi",46319,46319,15,16,16,1,13093,"Yuuki, Hiro"
"McCabe, TK",256938,203405,0,16,16,1,48453,"Takemoto, Eiji"
Melakonsi,315488,235051,14,16,16,1,54103,"Hatanaka, Tasuku"
Merituuli,164494,156996,16,16,16,1,35062,"Han, Megumi"
Mighty,4440,4440,16,3,16,1,751,"Takahashi, Hiroki"
"Migiwa, Shizuru",139805,157785,0,16,16,1,33850,"Suzumura, Kenichi"
"Mihara, Ohjiro",12559,12559,16,7,16,1,52,"Hoshi, Souichirou"
"Mihashi, Mami",121981,150893,0,16,16,1,35434,"Kugimiya, Rie"
"Mikimoto, Lizeraeshka Velbrinski",89906,136294,16,9,16,1,31118,"Yuzuhara, Miu"
Mimico,355114,,0,16,16,1,60140,"Kanemoto, Hisako"
Mimiro,,178900,16,0,16,1,40010,"Kobashi, Satomi"
"Mitogawa, Kazuhiro",17115,17115,16,2,16,1,4725,"Matsumoto, Megumi"
"Mitsurugi, Ryoko",,13076,16,0,16,1,1098,"Kimura, Ikue"
"Miyaji, Mahoro",204426,201111,0,16,16,1,43735,"Yamaguchi, Megumi"
"Miyama, Kaori",294839,227502,14,16,16,1,53946,"Mochiri, Amu"
"Miyamae, Ken",123191,88401,0,16,16,1,23289,"Miyake, Kenta"
"Mizuki, Saori",163675,125939,0,16,16,1,41793,"Mamiya, Nanako|Yahiro, Mami"
"Mizumori, Yumeri",152491,176162,0,16,16,1,37890,"Ishihara, Kaori"
"Mizusawa, Manaka",199729,190737,0,16,16,1,44274,"Masuda, Riku"
"Mizushima, Iku",29111,29111,16,3,16,1,7705,"Yusa, Kouji"
"Momoi, Haruko",286872,,0,16,16,1,42962,"Itou, Miki"
"Morimoto, Kanaru",8102,8102,16,8,16,1,3366,"Nakahara, Mai"
"Mother, The",230123,143957,0,16,16,1,31229,"Koshimizu, Ami"
Motomi,27947,27947,12,16,16,1,8449,"Ichijou, Kazuya"
"Mouri, Rena",213474,194280,0,16,16,1,48470,"Itou, Ayasa"
"Mugi, Reimei Green",323318,235231,0,16,16,1,54617,"Yamamura, Hibiku"
Mukasa,157966,109679,0,16,16,1,23283,"Kanuka, Mitsuaki"
"Murakami, Emi",88404,109715,0,16,16,1,23121,"Oonishi, Saori"
Muria,259314,204647,0,16,16,1,48997,"Serizawa, Yuu"
"Mutsumi, Kazuma",326863,144652,16,2,16,1,32899,"Nakamura, Yuuichi"
"Nagamine, Mikako",3532,3532,16,8,16,1,256,"Mutou, Sumi"
"Nagisawa, Shouma",,104995,16,0,16,1,20787,"Miki, Shinichiro"
"Nakamachi, Rua",168415,182517,0,16,16,1,39609,"Tanaka, Takako"
"Nakanishi, Kenji",38916,38916,0,16,16,1,14289,"Shimazaki, Nobunaga"
"Nanadan, Flora",28425,28425,0,16,16,1,5781,"Matsuki, Miyu"
"Nanajou, Momoka",142562,201774,0,16,16,1,40212,"Jinbo, Tomoe"
"Nanamine, Tooru",40128,40128,16,7,16,1,12365,"Tachibana, Shinnosuke"
"Natsume, Megumi",314249,266071,0,16,16,1,58572,"Uchiyama, Yumi"
"Negoro, Botan",217141,195270,0,16,16,1,48680,"Kohara, Konomi"
Neji,,102565,16,0,16,1,1105,"Matsuoka, Fumiaki"
Neneko,3315,3315,16,6,16,1,204,"Nakanishi, Tamaki"
"Niimi, Kakeru",282781,255484,0,16,16,1,58957,"Abe, Atsushi"
Nishihara,131857,168307,0,16,16,1,37920,"Satou, Rina"
